company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
DMART,Mar 2023,-,-,-,Pre-Revenue
DMART,Mar 2024,-,-,-,Pre-Revenue
DRREDDY,Mar 2013,-,-,-,Pre-Revenue
DRREDDY,Mar 2014,-,-,-,Pre-Revenue
DRREDDY,Mar 2015,-,-,-,Pre-Revenue
DRREDDY,Mar 2016,-,-,-,Pre-Revenue
DRREDDY,Mar 2017,-,-,-,Pre-Revenue
DRREDDY,Mar 2018,-,-,-,Pre-Revenue
DRREDDY,Mar 2019,-,-,-,Pre-Revenue
DRREDDY,Mar 2020,-,-,-,Pre-Revenue
DRREDDY,Mar 2021,-,-,-,Pre-Revenue
DRREDDY,Mar 2022,-,-,-,Pre-Revenue
DRREDDY,Mar 2023,-,-,-,Pre-Revenue
DRREDDY,Mar 2024,-,-,-,Pre-Revenue
EICHERMOT,Dec 2012,-,-,-,Pre-Revenue
EICHERMOT,Dec 2013,-,-,-,Pre-Revenue
EICHERMOT,Dec 2014,-,-,-,Pre-Revenue
EICHERMOT,Mar 2016,-,-,-,Pre-Revenue
EICHERMOT,Mar 2017,-,-,-,Pre-Revenue
EICHERMOT,Mar 2018,-,-,-,Pre-Revenue
EICHERMOT,Mar 2019,-,-,-,Pre-Revenue
EICHERMOT,Mar 2020,-,-,-,Pre-Revenue
EICHERMOT,Mar 2021,-,-,-,Pre-Revenue
EICHERMOT,Mar 2022,-,-,-,Pre-Revenue
EICHERMOT,Mar 2023,-,-,-,Pre-Revenue
EICHERMOT,Mar 2024,-,-,-,Pre-Revenue
GAIL,Mar 2013,-,-,-,Pre-Revenue
GAIL,Mar 2014,-,-,-,Pre-Revenue
GAIL,Mar 2015,-,-,-,Pre-Revenue
GAIL,Mar 2016,-,-,-,Pre-Revenue
GAIL,Mar 2017,-,-,-,Pre-Revenue
GAIL,Mar 2018,-,-,-,Pre-Revenue
GAIL,Mar 2019,-,-,-,Pre-Revenue
GAIL,Mar 2020,-,-,-,Pre-Revenue
GAIL,Mar 2021,-,-,-,Pre-Revenue
GAIL,Mar 2022,-,-,-,Pre-Revenue
GAIL,Mar 2023,-,-,-,Pre-Revenue
GAIL,Mar 2024,-,-,-,Pre-Revenue
GODREJCP,Mar 2013,-,-,-,Pre-Revenue
GODREJCP,Mar 2014,-,-,-,Pre-Revenue
GODREJCP,Mar 2015,-,-,-,Pre-Revenue
GODREJCP,Mar 2016,-,-,-,Pre-Revenue
GODREJCP,Mar 2017,-,-,-,Pre-Revenue
GODREJCP,Mar 2018,-,-,-,Pre-Revenue
GODREJCP,Mar 2019,-,-,-,Pre-Revenue
GODREJCP,Mar 2020,-,-,-,Pre-Revenue
GODREJCP,Mar 2021,-,-,-,Pre-Revenue
GODREJCP,Mar 2022,-,-,-,Pre-Revenue
GODREJCP,Mar 2023,-,-,-,Pre-Revenue
GODREJCP,Mar 2024,-,-,-,Pre-Revenue
GRASIM,Mar 2013,-,-,-,Pre-Revenue
GRASIM,Mar 2014,-,-,-,Pre-Revenue
GRASIM,Mar 2015,-,-,-,Pre-Revenue
GRASIM,Mar 2016,-,-,-,Pre-Revenue
GRASIM,Mar 2017,-,-,-,Pre-Revenue
GRASIM,Mar 2018,-,-,-,Pre-Revenue
GRASIM,Mar 2019,-,-,-,Pre-Revenue
GRASIM,Mar 2020,-,-,-,Pre-Revenue
GRASIM,Mar 2021,-,-,-,Pre-Revenue
GRASIM,Mar 2022,-,-,-,Pre-Revenue
GRASIM,Mar 2023,-,-,-,Pre-Revenue
GRASIM,Mar 2024,-,-,-,Pre-Revenue
HAL,Mar 2017,-,-,-,Pre-Revenue
HAL,Mar 2018,-,-,-,Pre-Revenue
HAL,Mar 2019,-,-,-,Pre-Revenue
HAL,Mar 2020,-,-,-,Pre-Revenue
HAL,Mar 2021,-,-,-,Pre-Revenue
HAL,Mar 2022,-,-,-,Pre-Revenue
HAL,Mar 2023,-,-,-,Pre-Revenue
HAL,Mar 2024,-,-,-,Pre-Revenue
HAVELLS,Mar 2013,-,-,-,Pre-Revenue
HAVELLS,Mar 2014,-,-,-,Pre-Revenue
HAVELLS,Mar 2015,-,-,-,Pre-Revenue
HAVELLS,Mar 2016,-,-,-,Pre-Revenue
HAVELLS,Mar 2017,-,-,-,Pre-Revenue
HAVELLS,Mar 2018,-,-,-,Pre-Revenue
HAVELLS,Mar 2019,-,-,-,Pre-Revenue
HAVELLS,Mar 2020,-,-,-,Pre-Revenue
HAVELLS,Mar 2021,-,-,-,Pre-Revenue
HAVELLS,Mar 2022,-,-,-,Pre-Revenue
HAVELLS,Mar 2023,-,-,-,Pre-Revenue
HAVELLS,Mar 2024,-,-,-,Pre-Revenue
HCLTECH,Jun 2013,-,-,-,Pre-Revenue
HCLTECH,Jun 2014,-,-,-,Pre-Revenue
HCLTECH,Jun 2015,-,-,-,Pre-Revenue
HCLTECH,Mar 2016,-,-,-,Pre-Revenue
HCLTECH,Mar 2017,-,-,-,Pre-Revenue
HCLTECH,Mar 2018,-,-,-,Pre-Revenue
HCLTECH,Mar 2019,-,-,-,Pre-Revenue
HCLTECH,Mar 2020,-,-,-,Pre-Revenue
HCLTECH,Mar 2021,-,-,-,Pre-Revenue
HCLTECH,Mar 2022,-,-,-,Pre-Revenue
HCLTECH,Mar 2023,-,-,-,Pre-Revenue
HCLTECH,Mar 2024,-,-,-,Pre-Revenue
HDFCBANK,Mar 2013,-,-,-,Pre-Revenue
HDFCBANK,Mar 2014,-,-,-,Pre-Revenue
HDFCBANK,Mar 2015,-,-,-,Pre-Revenue
HDFCBANK,Mar 2016,-,-,-,Pre-Revenue
HDFCBANK,Mar 2017,-,-,-,Pre-Revenue
HDFCBANK,Mar 2018,-,-,-,Pre-Revenue
HDFCBANK,Mar 2019,-,-,-,Pre-Revenue
HDFCBANK,Mar 2020,-,-,-,Pre-Revenue
HDFCBANK,Mar 2021,-,-,-,Pre-Revenue
HDFCBANK,Mar 2022,-,-,-,Pre-Revenue
HDFCBANK,Mar 2023,-,-,-,Pre-Revenue
HDFCBANK,Mar 2024,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2013,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2014,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2015,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2016,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2017,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2018,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2019,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2020,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2021,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2022,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2023,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2024,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2014,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2015,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2016,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2017,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2018,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2019,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2020,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2021,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2022,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2023,-,-,-,Pre-Revenue
HEROMOTOCO,Mar 2024,-,-,-,Pre-Revenue
HINDALCO,Mar 2013,-,-,-,Pre-Revenue
HINDALCO,Mar 2014,-,-,-,Pre-Revenue
HINDALCO,Mar 2015,-,-,-,Pre-Revenue
HINDALCO,Mar 2016,-,-,-,Pre-Revenue
HINDALCO,Mar 2017,-,-,-,Pre-Revenue
HINDALCO,Mar 2018,-,-,-,Pre-Revenue
HINDALCO,Mar 2019,-,-,-,Pre-Revenue
HINDALCO,Mar 2020,-,-,-,Pre-Revenue
HINDALCO,Mar 2021,-,-,-,Pre-Revenue
HINDALCO,Mar 2022,-,-,-,Pre-Revenue
HINDALCO,Mar 2023,-,-,-,Pre-Revenue
HINDALCO,Mar 2024,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2013,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2014,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2015,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2016,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2017,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2018,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2019,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2020,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2021,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2022,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2023,-,-,-,Pre-Revenue
HINDUNILVR,Mar 2024,-,-,-,Pre-Revenue
ICICIBANK,Mar 2013,-,-,-,Pre-Revenue
ICICIBANK,Mar 2014,-,-,-,Pre-Revenue
ICICIBANK,Mar 2015,-,-,-,Pre-Revenue
ICICIBANK,Mar 2016,-,-,-,Pre-Revenue
ICICIBANK,Mar 2017,-,-,-,Pre-Revenue
ICICIBANK,Mar 2018,-,-,-,Pre-Revenue
ICICIBANK,Mar 2019,-,-,-,Pre-Revenue
ICICIBANK,Mar 2020,-,-,-,Pre-Revenue
ICICIBANK,Mar 2021,-,-,-,Pre-Revenue
ICICIBANK,Mar 2022,-,-,-,Pre-Revenue
ICICIBANK,Mar 2023,-,-,-,Pre-Revenue
ICICIBANK,Mar 2024,-,-,-,Pre-Revenue
ICICIGI,Mar 2013,-,-,-,Pre-Revenue
ICICIGI,Mar 2014,-,-,-,Pre-Revenue
ICICIGI,Mar 2015,-,-,-,Pre-Revenue
ICICIGI,Mar 2016,-,-,-,Pre-Revenue
ICICIGI,Mar 2017,-,-,-,Pre-Revenue
ICICIGI,Mar 2018,-,-,-,Pre-Revenue
ICICIGI,Mar 2019,-,-,-,Pre-Revenue
ICICIGI,Mar 2020,-,-,-,Pre-Revenue
ICICIGI,Mar 2021,-,-,-,Pre-Revenue
ICICIGI,Mar 2022,-,-,-,Pre-Revenue
ICICIGI,Mar 2023,-,-,-,Pre-Revenue
ICICIGI,Mar 2024,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2013,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2014,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2015,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2016,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2017,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2018,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2019,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2020,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2021,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2022,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2023,-,-,-,Pre-Revenue
ICICIPRULI,Mar 2024,-,-,-,Pre-Revenue
INDIGO,Mar 2013,-,-,-,Pre-Revenue
INDIGO,Mar 2014,-,-,-,Pre-Revenue
INDIGO,Mar 2015,-,-,-,Pre-Revenue
INDIGO,Mar 2016,-,-,-,Pre-Revenue
INDIGO,Mar 2017,-,-,-,Pre-Revenue
INDIGO,Mar 2018,-,-,-,Pre-Revenue
INDIGO,Mar 2019,-,-,-,Pre-Revenue
INDIGO,Mar 2020,-,-,-,Pre-Revenue
INDIGO,Mar 2021,-,-,-,Pre-Revenue
INDIGO,Mar 2022,-,-,-,Pre-Revenue
INDIGO,Mar 2023,-,-,-,Pre-Revenue
INDIGO,Mar 2024,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2013,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2014,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2015,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2016,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2017,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2018,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2019,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2020,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2021,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2022,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2023,-,-,-,Pre-Revenue
INDUSINDBK,Mar 2024,-,-,-,Pre-Revenue
INFY,Mar 2013,-,-,-,Pre-Revenue
INFY,Mar 2014,-,-,-,Pre-Revenue
INFY,Mar 2015,-,-,-,Pre-Revenue
INFY,Mar 2016,-,-,-,Pre-Revenue
INFY,Mar 2017,-,-,-,Pre-Revenue
INFY,Mar 2018,-,-,-,Pre-Revenue
INFY,Mar 2019,-,-,-,Pre-Revenue
INFY,Mar 2020,-,-,-,Pre-Revenue
INFY,Mar 2021,-,-,-,Pre-Revenue
INFY,Mar 2022,-,-,-,Pre-Revenue
INFY,Mar 2023,-,-,-,Pre-Revenue
INFY,Mar 2024,-,-,-,Pre-Revenue
IOC,Mar 2013,-,-,-,Pre-Revenue
IOC,Mar 2014,-,-,-,Pre-Revenue
IOC,Mar 2015,-,-,-,Pre-Revenue
IOC,Mar 2016,-,-,-,Pre-Revenue
IOC,Mar 2017,-,-,-,Pre-Revenue
IOC,Mar 2018,-,-,-,Pre-Revenue
IOC,Mar 2019,-,-,-,Pre-Revenue
IOC,Mar 2020,-,-,-,Pre-Revenue
IOC,Mar 2021,-,-,-,Pre-Revenue
IOC,Mar 2022,-,-,-,Pre-Revenue
IOC,Mar 2023,-,-,-,Pre-Revenue
IOC,Mar 2024,-,-,-,Pre-Revenue
IRCTC,Mar 2015,-,-,-,Pre-Revenue
IRCTC,Mar 2016,-,-,-,Pre-Revenue
IRCTC,Mar 2017,-,-,-,Pre-Revenue
IRCTC,Mar 2018,-,-,-,Pre-Revenue
IRCTC,Mar 2019,-,-,-,Pre-Revenue
IRCTC,Mar 2020,-,-,-,Pre-Revenue
IRCTC,Mar 2021,-,-,-,Pre-Revenue
IRCTC,Mar 2022,-,-,-,Pre-Revenue
IRCTC,Mar 2023,-,-,-,Pre-Revenue
IRCTC,Mar 2024,-,-,-,Pre-Revenue
IRFC,Mar 2016,-,-,-,Pre-Revenue
IRFC,Mar 2017,-,-,-,Pre-Revenue
IRFC,Mar 2018,-,-,-,Pre-Revenue
IRFC,Mar 2019,-,-,-,Pre-Revenue
IRFC,Mar 2020,-,-,-,Pre-Revenue
IRFC,Mar 2021,-,-,-,Pre-Revenue
IRFC,Mar 2022,-,-,-,Pre-Revenue
IRFC,Mar 2023,-,-,-,Pre-Revenue
IRFC,Mar 2024,-,-,-,Pre-Revenue
ITC,Mar 2013,-,-,-,Pre-Revenue
ITC,Mar 2014,-,-,-,Pre-Revenue
ITC,Mar 2015,-,-,-,Pre-Revenue
ITC,Mar 2016,-,-,-,Pre-Revenue
ITC,Mar 2017,-,-,-,Pre-Revenue
ITC,Mar 2018,-,-,-,Pre-Revenue
ITC,Mar 2019,-,-,-,Pre-Revenue
ITC,Mar 2020,-,-,-,Pre-Revenue
ITC,Mar 2021,-,-,-,Pre-Revenue
ITC,Mar 2022,-,-,-,Pre-Revenue
ITC,Mar 2023,-,-,-,Pre-Revenue
ITC,Mar 2024,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2013,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2014,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2015,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2016,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2017,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2018,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2019,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2020,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2021,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2022,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2023,-,-,-,Pre-Revenue
JINDALSTEL,Mar 2024,-,-,-,Pre-Revenue
JIOFIN,Mar 2023,-,-,-,Pre-Revenue
JIOFIN,Mar 2024,-,-,-,Pre-Revenue
JSWENERGY,Mar 2013,-,-,-,Pre-Revenue
JSWENERGY,Mar 2014,-,-,-,Pre-Revenue
JSWENERGY,Mar 2015,-,-,-,Pre-Revenue
JSWENERGY,Mar 2016,-,-,-,Pre-Revenue
JSWENERGY,Mar 2017,-,-,-,Pre-Revenue
JSWENERGY,Mar 2018,-,-,-,Pre-Revenue
JSWENERGY,Mar 2019,-,-,-,Pre-Revenue
JSWENERGY,Mar 2020,-,-,-,Pre-Revenue
JSWENERGY,Mar 2021,-,-,-,Pre-Revenue
JSWENERGY,Mar 2022,-,-,-,Pre-Revenue
JSWENERGY,Mar 2023,-,-,-,Pre-Revenue
JSWENERGY,Mar 2024,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2013,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2014,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2015,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2016,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2017,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2018,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2019,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2020,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2021,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2022,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2023,-,-,-,Pre-Revenue
JSWSTEEL,Mar 2024,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2013,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2014,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2015,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2016,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2017,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2018,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2019,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2020,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2021,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2022,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2023,-,-,-,Pre-Revenue
KOTAKBANK,Mar 2024,-,-,-,Pre-Revenue
LICI,Mar 2019,-,-,-,Pre-Revenue
LICI,Mar 2020,-,-,-,Pre-Revenue
LICI,Mar 2021,-,-,-,Pre-Revenue
LICI,Mar 2022,-,-,-,Pre-Revenue
LICI,Mar 2023,-,-,-,Pre-Revenue
LICI,Mar 2024,-,-,-,Pre-Revenue
LODHA,Mar 2016,-,-,-,Pre-Revenue
LODHA,Mar 2017,-,-,-,Pre-Revenue
LODHA,Mar 2018,-,-,-,Pre-Revenue
LODHA,Mar 2019,-,-,-,Pre-Revenue
LODHA,Mar 2020,-,-,-,Pre-Revenue
LODHA,Mar 2021,-,-,-,Pre-Revenue
LODHA,Mar 2022,-,-,-,Pre-Revenue
LODHA,Mar 2023,-,-,-,Pre-Revenue
LODHA,Mar 2024,-,-,-,Pre-Revenue
LT,Mar 2013,-,-,-,Pre-Revenue
LT,Mar 2014,-,-,-,Pre-Revenue
LT,Mar 2015,-,-,-,Pre-Revenue
LT,Mar 2016,-,-,-,Pre-Revenue
LT,Mar 2017,-,-,-,Pre-Revenue
LT,Mar 2018,-,-,-,Pre-Revenue
LT,Mar 2019,-,-,-,Pre-Revenue
LT,Mar 2020,-,-,-,Pre-Revenue
LT,Mar 2021,-,-,-,Pre-Revenue
LT,Mar 2022,-,-,-,Pre-Revenue
LT,Mar 2023,-,-,-,Pre-Revenue
LT,Mar 2024,-,-,-,Pre-Revenue
LTIM,Mar 2013,-,-,-,Pre-Revenue
LTIM,Mar 2014,-,-,-,Pre-Revenue
LTIM,Mar 2015,-,-,-,Pre-Revenue
LTIM,Mar 2016,-,-,-,Pre-Revenue
LTIM,Mar 2017,-,-,-,Pre-Revenue
LTIM,Mar 2018,-,-,-,Pre-Revenue
LTIM,Mar 2019,-,-,-,Pre-Revenue
LTIM,Mar 2020,-,-,-,Pre-Revenue
LTIM,Mar 2021,-,-,-,Pre-Revenue
LTIM,Mar 2022,-,-,-,Pre-Revenue
LTIM,Mar 2023,-,-,-,Pre-Revenue
LTIM,Mar 2024,-,-,-,Pre-Revenue
M&M,Mar 2013,-,-,-,Pre-Revenue
M&M,Mar 2014,-,-,-,Pre-Revenue
M&M,Mar 2015,-,-,-,Pre-Revenue
M&M,Mar 2016,-,-,-,Pre-Revenue
M&M,Mar 2017,-,-,-,Pre-Revenue
M&M,Mar 2018,-,-,-,Pre-Revenue
M&M,Mar 2019,-,-,-,Pre-Revenue
M&M,Mar 2020,-,-,-,Pre-Revenue
M&M,Mar 2021,-,-,-,Pre-Revenue
M&M,Mar 2022,-,-,-,Pre-Revenue
M&M,Mar 2023,-,-,-,Pre-Revenue
M&M,Mar 2024,-,-,-,Pre-Revenue
MARUTI,Mar 2013,-,-,-,Pre-Revenue
MARUTI,Mar 2014,-,-,-,Pre-Revenue
MARUTI,Mar 2015,-,-,-,Pre-Revenue
MARUTI,Mar 2016,-,-,-,Pre-Revenue
MARUTI,Mar 2017,-,-,-,Pre-Revenue
MARUTI,Mar 2018,-,-,-,Pre-Revenue
MARUTI,Mar 2019,-,-,-,Pre-Revenue
MARUTI,Mar 2020,-,-,-,Pre-Revenue
MARUTI,Mar 2021,-,-,-,Pre-Revenue
MARUTI,Mar 2022,-,-,-,Pre-Revenue
MARUTI,Mar 2023,-,-,-,Pre-Revenue
MARUTI,Mar 2024,-,-,-,Pre-Revenue
MOTHERSON,Mar 2013,-,-,-,Pre-Revenue
MOTHERSON,Mar 2014,-,-,-,Pre-Revenue
MOTHERSON,Mar 2015,-,-,-,Pre-Revenue
MOTHERSON,Mar 2016,-,-,-,Pre-Revenue
MOTHERSON,Mar 2017,-,-,-,Pre-Revenue
MOTHERSON,Mar 2018,-,-,-,Pre-Revenue
MOTHERSON,Mar 2019,-,-,-,Pre-Revenue
MOTHERSON,Mar 2020,-,-,-,Pre-Revenue
MOTHERSON,Mar 2021,-,-,-,Pre-Revenue
MOTHERSON,Mar 2022,-,-,-,Pre-Revenue
MOTHERSON,Mar 2023,-,-,-,Pre-Revenue
MOTHERSON,Mar 2024,-,-,-,Pre-Revenue
NAUKRI,Mar 2013,-,-,-,Pre-Revenue
NAUKRI,Mar 2014,-,-,-,Pre-Revenue
NAUKRI,Mar 2015,-,-,-,Pre-Revenue
NAUKRI,Mar 2016,-,-,-,Pre-Revenue
NAUKRI,Mar 2017,-,-,-,Pre-Revenue
NAUKRI,Mar 2018,-,-,-,Pre-Revenue
NAUKRI,Mar 2019,-,-,-,Pre-Revenue
NAUKRI,Mar 2020,-,-,-,Pre-Revenue
NAUKRI,Mar 2021,-,-,-,Pre-Revenue
NAUKRI,Mar 2022,-,-,-,Pre-Revenue
NAUKRI,Mar 2023,-,-,-,Pre-Revenue
