company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5y_pct,pat_cagr_5y_pct,eps_cagr_5yr,composite_quality_score,broad_sector_x,company_name,broad_sector_y,sub_sector,fiscal_year,previous_debt_to_equity,de_ratio_declining,revenue_cagr_3y_pct,peer_group_name,is_benchmark,score_roe,score_roce,score_margin,score_revenue_growth,score_profit_growth,score_debt,score_fcf,score_fcf_yield,score_pe,score_pb,composite_score,debt_free_flag,fcf_positive_flag,peer_score_roe,peer_score_margin,peer_score_revenue_growth,peer_score_profit_growth,peer_score_debt,peer_score_fcf,peer_composite_score,peer_group_size
TCS,Sep 2024,,,0.0,0.08912754322873047,,0.0,0.0,,,281.0,,9046.0,0.0,-100.0,-100.0,,,Information Technology,Tata Consultancy Services Ltd,Information Technology,IT Services,2024,0.0886406082507266,False,13.632864555506409,IT Services,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,64.35643564356435,46.53465346534654,50,50,50,47.658500303811884,False,True,100.0,50.0,100.0,100.0,40.0,100.0,85.33333333333333,5.0
NESTLEIND,Sep 2024,,,0.0,0.09273182957393483,,0.0,0.0,,,41.0,,370.0,0.0,-100.0,-100.0,,,Consumer Staples,Nestle India Ltd,Consumer Staples,Food Products,2024,0.10329341317365268,True,18.282008662499027,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,63.366336633663366,46.53465346534654,50,50,50,47.55949040282179,False,True,100.0,50.0,100.0,100.0,57.14285714285714,100.0,87.61904761904763,7.0
INFY,Sep 2024,,,0.0,0.09732155687960824,,0.0,0.0,,,218.0,,8804.0,0.0,-100.0,-100.0,,,Information Technology,Infosys Ltd,Information Technology,IT Services,2024,0.09486358890553362,False,15.216500798806365,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,62.37623762376238,46.53465346534654,50,50,50,47.46048050183169,False,True,100.0,50.0,100.0,100.0,19.999999999999996,100.0,82.66666666666667,5.0
JINDALSTEL,Sep 2024,,,0.0,0.3647155742379755,,0.0,0.0,,,464.0,,17266.0,0.0,-100.0,,,,Materials,Jindal Steel & Power Ltd,Materials,Steel,2024,0.3716941962270963,True,13.346256701428505,Steel,False,42.857142857142854,50,,41.91919191919192,,49.504950495049506,46.53465346534654,50,50,50,47.320410612489816,False,True,100.0,50.0,100.0,50.0,75.0,100.0,80.0,4.0
LT,Sep 2024,,,0.0,0.11036773428232503,,0.0,0.0,,,635.0,,2326.0,0.0,-100.0,-100.0,,,Industrials,Larsen & Toubro Ltd,Industrials,Engineering & Construction,2024,0.10345688880007993,False,17.592821624288746,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,59.900990099009896,46.53465346534654,50,50,50,47.21295574935644,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
LTIM,Sep 2024,,,0.0,0.11036773428232503,,0.0,0.0,,,711.0,,2326.0,0.0,-100.0,-100.0,,,Information Technology,LTIMindtree Ltd,Information Technology,IT Services,2024,0.10345688880007993,False,42.13101535214459,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,59.900990099009896,46.53465346534654,50,50,50,47.21295574935644,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,5.0
BHEL,Sep 2024,,,0.0,0.3772056696557709,,0.0,0.0,,,70.0,,9128.0,0.0,-100.0,,,,Industrials,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods,2024,0.3623864473361159,False,11.343850250620191,,,42.857142857142854,50,,41.91919191919192,,47.524752475247524,46.53465346534654,50,50,50,47.122390810509614,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
ASIANPAINT,Sep 2024,,,0.0,0.13959165557035064,,0.0,0.0,,,188.0,,2516.0,0.0,-100.0,-100.0,,,Materials,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Paints & Coatings,2024,0.13959165557035064,False,17.801037676951047,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,58.41584158415842,46.53465346534654,50,50,50,47.06444089787129,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TATACONSUM,Sep 2024,,,0.0,0.15445327200501774,,0.0,0.0,,,193.0,,2955.0,0.0,-100.0,-100.0,,,Consumer Staples,Tata Consumer Products Ltd,Consumer Staples,Food & Beverages,2024,0.21654107242947,True,9.436125385661253,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,57.425742574257434,46.53465346534654,50,50,50,46.965430996881196,False,True,100.0,50.0,100.0,100.0,42.85714285714286,100.0,85.71428571428571,7.0
DRREDDY,Sep 2024,,,0.0,0.15785879215584248,,0.0,0.0,,,369.0,,4854.0,0.0,-100.0,-100.0,,,Healthcare,Dr Reddys Laboratories Ltd,Healthcare,Pharmaceuticals,2024,0.07085722375592836,False,13.71726615103832,Pharmaceuticals,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,56.43564356435644,46.53465346534654,50,50,50,46.8664210958911,False,True,100.0,50.0,100.0,100.0,19.999999999999996,100.0,82.66666666666667,5.0
DABUR,Sep 2024,,,0.0,0.1690793283149971,,0.0,0.0,,,59.0,,1752.0,0.0,-100.0,-100.0,,,Consumer Staples,Dabur India Ltd,Consumer Staples,Personal Products,2024,0.13835394283397526,False,9.061384362071356,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,55.44554455445545,46.53465346534654,50,50,50,46.767411194900994,False,True,100.0,50.0,100.0,100.0,28.57142857142857,100.0,83.80952380952381,7.0
BAJAJ-AUTO,Sep 2024,,,0.0,0.16930824106652895,,0.0,0.0,,,1109.0,,5245.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Bajaj Auto Ltd,Consumer Discretionary,Two Wheelers,2024,0.06601754022512257,False,17.384652616671946,Automobiles,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,54.45544554455446,46.53465346534654,50,50,50,46.6684012939109,False,True,100.0,50.0,100.0,100.0,42.85714285714286,100.0,85.71428571428571,7.0
GAIL,Sep 2024,,,0.0,0.2342469185886957,,0.0,0.0,,,127.0,,19632.0,0.0,-100.0,-100.0,,,Energy,GAIL (India) Ltd,Energy,Gas Distribution,2024,0.28304998896060884,True,32.42353373080278,Oil & Gas,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,53.46534653465347,46.53465346534654,50,50,50,46.5693913929208,False,True,100.0,50.0,100.0,100.0,80.0,100.0,90.66666666666667,5.0
ULTRACEMCO,Sep 2024,,,0.0,0.27644422716532224,,0.0,0.0,,,,,16964.0,0.0,-100.0,-100.0,,,,,,,2024,0.1893305439330544,False,16.60353732306259,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,51.48514851485149,46.53465346534654,50,50,50,46.371371590940605,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
ADANIPOWER,Sep 2024,,,0.0,0.6738570969010258,,0.0,0.0,,,145.0,,37705.0,0.0,-100.0,,,,Energy,Adani Power Ltd,Energy,Power & Utilities,2024,0.8023177656738903,True,24.294797156226156,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,,39.603960396039604,46.53465346534654,50,50,50,46.33031160258883,False,True,100.0,50.0,100.0,50.0,85.71428571428572,100.0,81.42857142857143,7.0
GODREJCP,Sep 2024,,,0.0,0.31454396055875106,,0.0,0.0,,,119.0,,3828.0,0.0,-100.0,-100.0,,,Consumer Staples,Godrej Consumer Products Ltd,Consumer Staples,Personal Products,2024,0.2557548817272583,False,8.522532034887087,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,50.495049504950494,46.53465346534654,50,50,50,46.2723616899505,False,True,100.0,50.0,100.0,100.0,14.28571428571429,100.0,81.90476190476191,7.0
ATGL,Sep 2024,,,0.0,0.3725389925850166,,0.0,0.0,,,36.0,,1457.0,0.0,-100.0,-100.0,,,Energy,Adani Total Gas Ltd,Energy,Gas Distribution,2024,0.4349162011173184,True,38.18335427451367,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,48.51485148514851,46.53465346534654,50,50,50,46.074341887970306,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TRENT,Sep 2024,,,0.0,0.3935897435897436,,0.0,0.0,,,132.0,,1842.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Trent Ltd,Consumer Discretionary,Retail,2024,0.4309242871189774,True,68.36335197744833,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,46.53465346534653,46.53465346534654,50,50,50,45.876322085990104,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TORNTPHARM,Sep 2024,,,0.0,0.4168443496801706,,0.0,0.0,,,222.0,,3128.0,0.0,-100.0,-100.0,,,Healthcare,Torrent Pharmaceuticals Ltd,Healthcare,Pharmaceuticals,2024,0.5866394399066511,True,10.251830698592634,Pharmaceuticals,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,45.54455445544554,46.53465346534654,50,50,50,45.77731218500001,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,5.0
RELIANCE,Sep 2024,,,0.0,0.4362971396773213,,0.0,0.0,,,606.0,,357525.0,0.0,-100.0,-100.0,,,Energy,"Reliance Industries Ltd
",Energy,Conglomerates,2024,0.5784524141094746,True,24.46173600944801,Oil & Gas,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,44.55445544554455,46.53465346534654,50,50,50,45.67830228400991,False,True,100.0,50.0,100.0,100.0,60.0,100.0,88.0,5.0
IOC,Sep 2024,,,0.0,0.9009461530827167,,0.0,0.0,,,129.0,,163401.0,0.0,-100.0,,,,Energy,"Indian Oil Corporation
",Energy,Oil & Gas Refining,2024,0.7230954600718581,False,28.727791225279177,Oil & Gas,False,42.857142857142854,50,,41.91919191919192,,32.67326732673267,46.53465346534654,50,50,50,45.63724229565813,False,True,100.0,50.0,100.0,50.0,0.0,100.0,70.0,5.0
LODHA,Sep 2024,,,0.0,0.4393972723273207,,0.0,0.0,,,183.0,,7990.0,0.0,-100.0,-100.0,,,Real Estate,Macrotech Developers Ltd,Real Estate,Real Estate,2024,0.4406663232010991,True,23.70811095275156,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,43.56435643564357,46.53465346534654,50,50,50,45.57929238301981,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
HINDALCO,Sep 2024,,,0.0,0.5292682503299299,,0.0,0.0,,,153.0,,60959.0,0.0,-100.0,-100.0,,,Materials,Hindalco Industries Ltd,Materials,Metals & Mining,2024,0.5309290976579428,True,17.830855223435172,Steel,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,42.57425742574258,46.53465346534654,50,50,50,45.48028248202971,False,True,100.0,50.0,100.0,100.0,50.0,100.0,86.66666666666667,4.0
TATAMOTORS,Sep 2024,,,0.0,1.0542934040489995,,0.0,0.0,,,275.0,,106549.0,0.0,-100.0,,,,Consumer Discretionary,Tata Motors Ltd,Consumer Discretionary,Automobiles,2024,1.2631244259167669,True,20.579364569370973,Automobiles,False,42.857142857142854,50,,41.91919191919192,,30.6930693069307,46.53465346534654,50,50,50,45.43922249367794,False,True,100.0,50.0,100.0,50.0,28.57142857142857,100.0,73.80952380952381,7.0
ONGC,Sep 2024,,,0.0,0.5435766274171389,,0.0,0.0,,,275.0,,191489.0,0.0,-100.0,-100.0,,,Energy,Oil & Natural Gas Corpn Ltd,Energy,Oil & Gas Exploration,2024,0.4544486308481918,False,24.855263957274687,Oil & Gas,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,41.584158415841586,46.53465346534654,50,50,50,45.38127258103961,False,True,100.0,50.0,100.0,100.0,40.0,100.0,85.33333333333333,5.0
HAL,Sep 2024,,,0.0,0.5990338164251208,,0.0,0.0,,,465.0,,124.0,0.0,-100.0,-100.0,,,Industrials,Hindustan Aeronautics Ltd,Industrials,Defence & Aerospace,2024,0.6180904522613065,True,9.909701355201484,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,40.5940594059406,46.53465346534654,50,50,50,45.28226268004951,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
BPCL,Sep 2024,,,0.0,0.763604295274161,,0.0,0.0,,,178.0,,58880.0,0.0,-100.0,-100.0,,,Energy,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,2024,0.7218747934157467,False,24.863629368132333,Oil & Gas,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,38.613861386138616,46.53465346534654,50,50,50,45.08424287806931,False,True,100.0,50.0,100.0,100.0,19.999999999999996,100.0,82.66666666666667,5.0
MOTHERSON,Sep 2024,,,0.0,0.7788502788502788,,0.0,0.0,,,46.0,,25417.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Samvardhana Motherson International Ltd,Consumer Discretionary,Auto Ancillaries,2024,0.7616899254444657,False,19.82084189180693,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,37.62376237623762,46.53465346534654,50,50,50,44.985232977079214,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
NHPC,Sep 2024,,,0.0,0.8520760168372812,,0.0,0.0,,,40.0,,34210.0,0.0,-100.0,-100.0,,,Energy,"NHPC Ltd
",Energy,Power & Utilities,2024,0.8413260296625498,False,-0.05530974579651682,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,36.633663366336634,46.53465346534654,50,50,50,44.88622307608912,False,True,100.0,50.0,100.0,100.0,71.42857142857143,100.0,89.52380952380952,7.0
M&M,Sep 2024,,,0.0,1.6573146861081955,,0.0,0.0,,,567.0,,116844.0,0.0,-100.0,,,,Consumer Discretionary,"Mahindra & Mahindra Ltd
",Consumer Discretionary,Automobiles,2024,1.6414413053331318,False,23.253542874034295,Automobiles,False,42.857142857142854,50,,41.91919191919192,,24.752475247524753,46.53465346534654,50,50,50,44.84516308773734,False,True,100.0,50.0,100.0,50.0,14.28571428571429,100.0,71.90476190476191,7.0
BEL,Sep 2024,,,0.0,0.8571428571428571,,0.0,0.0,,,24.0,,78.0,0.0,-100.0,-100.0,,,Industrials,Bharat Electronics Ltd,Industrials,Defence Electronics,2024,0.5119047619047619,False,12.8335418079377,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,35.64356435643564,46.53465346534654,50,50,50,44.78721317509902,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
BRITANNIA,Sep 2024,,,0.0,0.8579439252336448,,0.0,0.0,,,133.0,,2754.0,0.0,-100.0,-100.0,,,Consumer Staples,Britannia Industries Ltd,Consumer Staples,Food Products,2024,0.5239786856127886,False,8.479583308976203,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,34.65346534653465,46.53465346534654,50,50,50,44.688203274108915,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,7.0
ADANIPORTS,Sep 2024,,,0.0,0.8829753742829158,,0.0,0.0,,,265.0,,50485.0,0.0,-100.0,-100.0,,,Industrials,"Adani Ports & Special Economic Zone Ltd
",Industrials,Infrastructure,2024,0.937322369168972,True,8.604414105619984,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,33.66336633663366,46.53465346534654,50,50,50,44.58919337311882,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
APOLLOHOSP,Sep 2024,,,0.0,0.9826689774696707,,0.0,0.0,,,522.0,,7371.0,0.0,-100.0,-100.0,,,Healthcare,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Healthcare,2024,0.7688869665513264,False,21.752736351876713,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,31.68316831683168,46.53465346534654,50,50,50,44.39117357113862,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TATASTEEL,Sep 2024,,,0.0,1.1025547161857854,,0.0,0.0,,,72.0,,99392.0,0.0,-100.0,-100.0,,,Materials,"Tata Steel Ltd
",Materials,Steel,2024,0.9461835171402184,False,13.607181258352963,Steel,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,29.702970297029708,46.53465346534654,50,50,50,44.19315376915842,False,True,100.0,50.0,100.0,100.0,25.0,100.0,83.33333333333333,4.0
JSWENERGY,Sep 2024,,,0.0,1.1030352865467803,,0.0,0.0,,,160.0,,30853.0,0.0,-100.0,-100.0,,,Energy,JSW Energy Ltd,Energy,Power & Utilities,2024,1.5156009984639016,True,18.389287172901202,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,28.712871287128717,46.53465346534654,50,50,50,44.094143868168324,False,True,100.0,50.0,100.0,100.0,57.14285714285714,100.0,87.61904761904763,7.0
BHARTIARTL,Sep 2024,,,0.0,2.5895083698822017,,0.0,0.0,,,153.0,,225541.0,0.0,-100.0,,,,Communication Services,Bharti Airtel Ltd,Communication Services,Telecommunications,2024,2.6094723973904306,True,14.232767250604962,,,42.857142857142854,50,,41.91919191919192,,16.831683168316836,46.53465346534654,50,50,50,44.05308387981655,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
JSWSTEEL,Sep 2024,,,0.0,1.1957171189717068,,0.0,0.0,,,326.0,,95258.0,0.0,-100.0,-100.0,,,Materials,JSW Steel Ltd,Materials,Steel,2024,1.1328071688833383,False,29.901036567598815,Steel,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,27.722772277227726,46.53465346534654,50,50,50,43.995133967178226,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,4.0
POWERGRID,Sep 2024,,,0.0,1.3313781079936131,,0.0,0.0,,,99.0,,122568.0,0.0,-100.0,-100.0,,,Energy,Power Grid Corporation of India Ltd,Energy,Power Transmission,2024,1.3313781079936131,False,4.965471644662767,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,26.732673267326735,46.53465346534654,50,50,50,43.89612406618813,False,True,100.0,50.0,100.0,100.0,42.85714285714286,100.0,85.71428571428571,7.0
NTPC,Sep 2024,,,0.0,1.4382012456023583,,0.0,0.0,,,174.0,,242009.0,0.0,-100.0,-100.0,,,Energy,NTPC Ltd,Energy,Power & Utilities,2024,1.4755211250077782,True,16.971938102031615,Power & Utilities,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,25.742574257425744,46.53465346534654,50,50,50,43.797114165198025,False,True,100.0,50.0,100.0,100.0,28.57142857142857,100.0,83.80952380952381,7.0
GRASIM,Sep 2024,,,0.0,1.7021352159969003,,0.0,0.0,,,1411.0,,158159.0,0.0,-100.0,-100.0,,,Industrials,Grasim Industries Ltd,Industrials,Diversified Industrials,2024,1.547099364939709,False,19.68160909363319,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,23.762376237623762,46.53465346534654,50,50,50,43.59909436321783,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TATAPOWER,Sep 2024,,,0.0,1.7314133016627078,,0.0,0.0,,,105.0,,58314.0,0.0,-100.0,-100.0,,,Energy,"Tata Power Company Ltd
",Energy,Power & Utilities,2024,1.6593213005315859,False,23.398271146138306,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,22.77227722772277,46.53465346534654,50,50,50,43.500084462227726,False,True,100.0,50.0,100.0,100.0,14.28571428571429,100.0,81.90476190476191,7.0
ADANIGREEN,Sep 2024,,,0.0,6.375756429652043,,0.0,0.0,,,67.0,,67430.0,0.0,-100.0,,,,Energy,Adani Green Energy Ltd,Energy,Renewable Energy,2024,6.595281675818589,True,43.44099813858789,Power & Utilities,False,42.857142857142854,50,,41.91919191919192,,10.89108910891089,46.53465346534654,50,50,50,43.45902447387596,False,True,100.0,50.0,100.0,50.0,0.0,100.0,70.0,7.0
ADANIENSOL,Sep 2024,,,0.0,1.8588992137240887,,0.0,0.0,,,175.0,,39009.0,0.0,-100.0,-100.0,,,Energy,Adani Energy Solutions Ltd,Energy,Power & Utilities,2024,2.9325211613005298,True,18.715011322879892,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,21.78217821782178,46.53465346534654,50,50,50,43.40107456123763,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TVSMOTOR,Sep 2024,,,0.0,1.88389175257732,,0.0,0.0,,,,,14619.0,0.0,-100.0,-100.0,,,Consumer Discretionary,TVS Motor Company Ltd,Consumer Discretionary,Two Wheelers,2024,3.833431603773585,True,26.31887127852206,Automobiles,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,20.79207920792079,46.53465346534654,50,50,50,43.30206466024753,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,7.0
ADANIENT,Sep 2024,,,0.0,1.91968206988734,,0.0,0.0,,,363.0,,80427.0,0.0,-100.0,-100.0,,,Industrials,Adani Enterprises Ltd,Industrials,Conglomerates,2024,1.671358378544375,False,34.60338228109774,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,19.8019801980198,46.53465346534654,50,50,50,43.203054759257434,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TITAN,Sep 2024,,,0.0,2.223500410846344,,0.0,0.0,,,110.0,,21648.0,0.0,-100.0,-100.0,,,Consumer Discretionary,"Titan Company Ltd
",Consumer Discretionary,Gems & Jewellery,2024,1.6531459597572657,False,33.14221885428872,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,17.821782178217827,46.53465346534654,50,50,50,43.00503495727723,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
BAJFINANCE,Sep 2024,,,0.0,3.735101321382901,,0.0,0.0,,,1402.0,,324218.0,0.0,-100.0,-100.0,,,Financials,Bajaj Finance Ltd,Financials,Consumer Finance,2024,3.824788776468134,True,27.259405758095312,Consumer Finance,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,14.851485148514854,46.53465346534654,50,50,50,42.70800525430694,False,True,100.0,50.0,100.0,100.0,66.66666666666667,100.0,88.8888888888889,3.0
SHRIRAMFIN,Sep 2024,,,0.0,3.966636127653077,,0.0,0.0,,,279.0,,207820.0,0.0,-100.0,-100.0,,,Financials,"Shriram Finance Ltd
",Financials,Consumer Finance,2024,3.994034363699512,True,27.82625310142639,Consumer Finance,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,13.861386138613863,46.53465346534654,50,50,50,42.608995353316836,False,True,100.0,50.0,100.0,100.0,33.333333333333336,100.0,84.44444444444444,3.0
BAJAJFINSV,Sep 2024,,,0.0,4.664105378704719,,0.0,0.0,,,428.0,,318675.0,0.0,-100.0,-100.0,,,Financials,Bajaj Finserv Ltd,Financials,Diversified Financials,2024,4.789368120938867,True,22.131490415528443,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,11.881188118811881,46.53465346534654,50,50,50,42.41097555133664,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
RECLTD,Sep 2024,,,0.0,6.578928037001767,,0.0,0.0,,,279.0,,483617.0,0.0,-100.0,-100.0,,,Financials,REC Ltd,Financials,Speciality Finance,2024,6.4249170872386445,False,10.147497322590194,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,8.910891089108908,46.53465346534654,50,50,50,42.11394584836634,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
CHOLAFIN,Sep 2024,,,0.0,7.3767222455747055,,0.0,0.0,,,255.0,,157943.0,0.0,-100.0,-100.0,,,Financials,Cholamandalam Investment & Finance Company Ltd,Financials,Consumer Finance,2024,6.8634206094013175,False,25.985530916686983,Consumer Finance,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,5.940594059405946,46.53465346534654,50,50,50,41.81691614539604,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,3.0
IRFC,Sep 2024,,,0.0,7.832721266880403,,0.0,0.0,,,39.0,,403111.0,0.0,-100.0,-100.0,,,Financials,Indian Railway Finance Corporation Ltd,Financials,Speciality Finance,2024,8.378352548852153,True,19.101938730495593,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,4.950495049504955,46.53465346534654,50,50,50,41.717906244405945,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
PFC,Sep 2024,,,0.0,8.273331152427168,,0.0,0.0,,,333.0,,910447.0,0.0,-100.0,-100.0,,,Financials,Power Finance Corporation Ltd,Financials,Speciality Finance,2024,8.521864217426122,True,8.493112204756725,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,2.970297029702973,46.53465346534654,50,50,50,41.51988644242575,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
